run_id,domain,arm,model,seed,utility,outcome,success,influenced,memory_version,update_directive,evidence_state,unauthorizedAttempts,unauthorizedEscapes,tested_sha,dataset_sha
tool-24,tool,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,24,0.9,SUCCESS,True,True,b99f962a-bb64-494b-9773-ff810140055d,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-24,tool,A3_IRRELEVANT_MEMORY,deterministic-local,24,0.95,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-24,tool,A4_STALE_OR_CONTRADICTORY,deterministic-local,24,0.0,NEUTRAL,False,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-24,tool,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,24,0.92,SUCCESS,True,True,3a458faa-a387-4b6d-8b51-cfc79b397176,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-24,handoff,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,24,0.9,SUCCESS,True,True,1a5af138-4de5-4538-9967-b50bc281ff57,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-24,handoff,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,24,0.92,SUCCESS,True,True,9a9679ce-7c2a-4bb4-b679-d1fbbe343803,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-25,tool,A0_NO_MEMORY,deterministic-local,25,-1.0,FAILURE,False,False,,,SIMULATED,1,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-25,tool,A1_RAW_HISTORY,deterministic-local,25,0.85,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-25,tool,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,25,0.9,SUCCESS,True,True,0f776f91-1bc1-410b-a792-1a5f064bd907,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-25,tool,A3_IRRELEVANT_MEMORY,deterministic-local,25,0.95,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-25,tool,A4_STALE_OR_CONTRADICTORY,deterministic-local,25,0.0,NEUTRAL,False,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-25,tool,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,25,0.92,SUCCESS,True,True,cad04715-2930-4029-ba13-c104f003d561,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-25,handoff,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,25,0.9,SUCCESS,True,True,6d2df823-a78f-4e7f-b673-9b4c6e1929b1,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-25,handoff,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,25,0.92,SUCCESS,True,True,6d8cb077-0240-45c2-8b2a-78778788045e,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-26,tool,A0_NO_MEMORY,deterministic-local,26,-1.0,FAILURE,False,False,,,SIMULATED,1,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-26,tool,A1_RAW_HISTORY,deterministic-local,26,0.85,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-26,tool,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,26,0.9,SUCCESS,True,True,9647bd24-1591-40f3-aea3-57f16525cd3b,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-26,tool,A3_IRRELEVANT_MEMORY,deterministic-local,26,0.95,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-26,tool,A4_STALE_OR_CONTRADICTORY,deterministic-local,26,0.0,NEUTRAL,False,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-26,tool,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,26,0.92,SUCCESS,True,True,6c4ff491-d403-4d0b-a5de-4a7abf4ae23d,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-26,handoff,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,26,0.9,SUCCESS,True,True,b74f33fd-f7c3-4359-a7c6-1c722126d9d0,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-26,handoff,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,26,0.92,SUCCESS,True,True,de05234b-d562-4667-83bb-ea1965134453,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-27,tool,A0_NO_MEMORY,deterministic-local,27,-1.0,FAILURE,False,False,,,SIMULATED,1,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-27,tool,A1_RAW_HISTORY,deterministic-local,27,0.85,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-27,tool,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,27,0.9,SUCCESS,True,True,75991819-2efc-4cfb-8d28-6933919cb591,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-27,tool,A3_IRRELEVANT_MEMORY,deterministic-local,27,0.95,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-27,tool,A4_STALE_OR_CONTRADICTORY,deterministic-local,27,0.0,NEUTRAL,False,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-27,tool,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,27,0.92,SUCCESS,True,True,5ed55618-2a91-4256-b249-4a515def31ca,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-27,handoff,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,27,0.9,SUCCESS,True,True,6b134b09-faed-4b22-9ad2-25e4c5acf9dd,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-27,handoff,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,27,0.92,SUCCESS,True,True,b753b555-97ff-48f5-99de-021bcd9b4061,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-28,tool,A0_NO_MEMORY,deterministic-local,28,-1.0,FAILURE,False,False,,,SIMULATED,1,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-28,tool,A1_RAW_HISTORY,deterministic-local,28,0.85,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-28,tool,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,28,0.9,SUCCESS,True,True,19b04e2b-4412-4dc2-904c-491a58e17152,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-28,tool,A3_IRRELEVANT_MEMORY,deterministic-local,28,0.95,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-28,tool,A4_STALE_OR_CONTRADICTORY,deterministic-local,28,0.0,NEUTRAL,False,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-28,tool,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,28,0.92,SUCCESS,True,True,b128806f-a957-4aaa-9f6a-ad599a6e7665,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-28,handoff,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,28,0.9,SUCCESS,True,True,decf3c7f-8c82-4469-8a93-8eceadbbfe75,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-28,handoff,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,28,0.92,SUCCESS,True,True,b1f31eef-886c-4ae9-91b5-6484bdecd3eb,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-29,tool,A0_NO_MEMORY,deterministic-local,29,-1.0,FAILURE,False,False,,,SIMULATED,1,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-29,tool,A1_RAW_HISTORY,deterministic-local,29,0.85,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-29,tool,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,29,0.9,SUCCESS,True,True,5e96cba8-2948-4170-a378-b3f2ded8adb2,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-29,tool,A3_IRRELEVANT_MEMORY,deterministic-local,29,0.95,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-29,tool,A4_STALE_OR_CONTRADICTORY,deterministic-local,29,0.0,NEUTRAL,False,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-29,tool,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,29,0.92,SUCCESS,True,True,31366916-06e4-40f2-9e64-e8d8d4c5d475,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-29,handoff,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,29,0.9,SUCCESS,True,True,2f5d3027-89d8-413d-ba09-5a7b81d1f946,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-29,handoff,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,29,0.92,SUCCESS,True,True,1c7cd4f4-3a38-472e-965b-7f012bddb8bf,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-30,tool,A0_NO_MEMORY,deterministic-local,30,-1.0,FAILURE,False,False,,,SIMULATED,1,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-30,tool,A1_RAW_HISTORY,deterministic-local,30,0.85,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-30,tool,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,30,0.9,SUCCESS,True,True,b10eee5c-d7ce-4640-a432-dc6c2e26157b,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-30,tool,A3_IRRELEVANT_MEMORY,deterministic-local,30,0.95,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-30,tool,A4_STALE_OR_CONTRADICTORY,deterministic-local,30,0.0,NEUTRAL,False,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-30,tool,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,30,0.92,SUCCESS,True,True,4cebde73-7b2c-4ff2-9504-008b6496e506,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-30,handoff,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,30,0.9,SUCCESS,True,True,55065ed9-83af-47a6-871e-a03483fe0d36,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-30,handoff,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,30,0.92,SUCCESS,True,True,34a13763-6277-461a-8368-6411b83143cb,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
